city,years,area,rooms,floor,building_type,heating_type,installation,price
Kauno m.,1968,46,2,1,Centrinis,Blokinis,Įrengtas,78900
Šiaulių m.,1963,42,2,2,Centrinis,Mūrinis,Įrengtas,39900
Utenos m.,1990,"66,51",3,4,Centrinis,Mūrinis,Įrengtas,69000
Kauno m.,1965,29,1,5,Centrinis,Blokinis,Įrengtas,47500
Kauno m.,1932,30,1,2,Dujinis,Medinis,Įrengtas,31900
Vilniaus m.,1994,42,2,3,Centrinis,Blokinis,Įrengtas,95000
Šiaulių m.,1964,26,1,5,Centrinis,Mūrinis,Įrengtas,28000
Klaipėdos m.,1983,47,2,3,Centrinis,Blokinis,Įrengtas,299
Alytaus m.,1965,"45,48",2,2,Centrinis,Mūrinis,Įrengtas,42000
Alytaus m.,1990,37,2,5,Kitas,Blokinis,Įrengtas,7500
Telšių m.,1983,32,1,3,Centrinis,Mūrinis,Įrengtas,23500
Marijampolės m.,1978,50,2,5,Centrinis,Blokinis,Įrengtas,49500
Anykščių m.,1965,47,2,2,Kietukuru,Mūrinis,Įrengtas,36000
Mažeikių m.,1975,45,2,2,Kietukuru,Mūrinis,Įrengtas,15000
Kėdainių m.,1960,"54,26",3,2,Centrinis,Mūrinis,Įrengtas,33000
Druskininkų m.,2009,"56,40",3,6,Centrinis,Mūrinis,Įrengtas,83000
Šiaulių m.,1988,31,1,1,Centrinis,Blokinis,Įrengtas,37800
Kaišiadorių m.,1976,"47,80",2,4,Centrinis,Blokinis,Įrengtas,49000
Ruklos mstl.,1981,51,2,1,Centrinis,Blokinis,Įrengtas,23000
Marijampolės m.,1989,"43,95",2,2,Centrinis,Blokinis,Įrengtas,24000
Vilkaviškio m.,2015,55,3,3,Centrinis,Mūrinis,Įrengtas,70000
Telšių m.,1980,64,3,2,Centriniskolektorinis,Blokinis,Įrengtas,60000
Mažeikių m.,1989,89,4,8,Centrinis,Blokinis,Įrengtas,51000
Palangos m.,1985,"37,86",3,1,Centrinis,Mūrinis,Įrengtas,105000
Klaipėdos m.,1989,12,1,4,Centrinis,Blokinis,Įrengtas,19000
Alytaus m.,1969,46,2,5,Centrinis,Mūrinis,Įrengtas,34900
Kuršėnų m.,1968,"44,41",2,5,Centrinis,Blokinis,Įrengtas,24000
Panevėžio m.,1985,"58,52",3,6,Centrinis,Mūrinis,Įrengtas,67000
Kauno m.,1977,34,1,4,Centrinis,Mūrinis,Įrengtas,56000
Tauragės m.,2021,53,2,2,Centrinis,Mūrinis,Įrengtas,40000
Tauragės Dvaro k.,1970,43,2,4,Centriniskolektorinis,Mūrinis,Įrengtas,36000
Klaipėdos m.,1991,59,2,1,Centrinis,Mūrinis,Įrengtas,35000
Vilniaus m.,2009,43,2,8,Centriniskolektorinis,Kita,Įrengtas,91900
Šilalės m.,1930,"62,61",2,2,Kietukuru,Medinis,Įrengtas,20000
Plungės m.,2007,"49,30",3,4,Dujinis,Mūrinis,Įrengtas,44999
Žarėnų mstl.,1992,"66,01",2,1,Kietukuru,Mūrinis,Įrengtas,15000
Kauno m.,1980,61,3,1,Centrinis,Blokinis,Įrengtas,99000
Birštono m.,1987,71,5,1,Dujinis,Blokinis,Įrengtas,135000
Naujosios Akmenės m.,1970,43,2,1,Centrinis,Blokinis,Įrengtas,15000
Marijampolės m.,1980,83,4,1,Centrinis,Blokinis,Įrengtas,84999
Alytaus m.,1966,30,1,5,Centrinis,Mūrinis,Įrengtas,20000
Naujosios Akmenės m.,1975,50,2,5,Centrinis,Blokinis,Įrengtas,20000
Ukmergės m.,1972,30,1,4,Centrinis,Mūrinis,Įrengtas,37000
Šakių m.,1960,"48,63",2,1,Kietukuru,Mūrinis,Įrengtas,40000
Klaipėdos m.,1917,40,2,1,Centrinis,Mūrinis,Įrengtas,78000
Pasvalio m.,1965,"38,78",2,4,Centrinis,Mūrinis,Įrengtas,26000
Alytaus m.,1974,"47,93",2,4,Centrinis,Blokinis,Įrengtas,46000
Visagino m.,1985,36,1,2,Centrinis,Mūrinis,Įrengtas,14500
Kauno m.,1989,"49,70",2,4,Centrinis,Mūrinis,Įrengtas,85000
Klaipėdos m.,1970,"46,88",2,4,Centrinis,Blokinis,Įrengtas,67550
Gindulių k.,2015,46,2,3,Kitas,Blokinis,Įrengtas,90000
Joniškio m.,1975,56,2,2,Kietukuru,Mūrinis,Įrengtas,8300
Utenos m.,2008,"66,80",4,1,Centrinis,Mūrinis,Įrengtas,98000
Mažeikių m.,1984,32,1,4,Centrinis,Mūrinis,Įrengtas,17300
Marijampolės m.,1976,"33,32",2,4,Centrinis,Monolitinis,Įrengtas,16000
Mažeikių m.,1982,"50,38",2,5,Centrinis,Blokinis,Įrengtas,35000
Jonavos m.,1992,"64,27",3,5,Centrinis,Blokinis,Įrengtas,59400
Klaipėdos m.,2008,"87,99",3,1,Centriniskolektorinis,Mūrinis,Įrengtas,139500
Klaipėdos m.,1996,77,3,4,Centrinis,Blokinis,Įrengtas,74900
Varėnos m.,1989,1,1,5,Kitas,Monolitinis,Įrengtas,25000
Kauno m.,1901,63,2,1,Dujinis,Mūrinis,Įrengtas,137000
Mažeikių m.,1970,45,2,1,Centrinis,Blokinis,Įrengtas,49000
Kazlų Rūdos m.,1981,"51,37",2,2,Dujinis,Mūrinis,Įrengtas,30000
Mažeikių m.,1974,64,3,4,Centrinis,Blokinis,Įrengtas,72000
Klaipėdos m.,1986,55,2,5,Centrinis,Blokinis,Įrengtas,72900
Alytaus m.,1986,67,2,2,Centriniskolektorinis,Mūrinis,Įrengtas,47000
Mažeikių m.,1971,"66,12",3,1,Centrinis,Mūrinis,Įrengtas,44500
Šiaulių m.,1962,9,1,2,Centrinis,Mūrinis,Įrengtas,7500
Šiaulių m.,1989,"51,50",2,1,Centriniskolektorinis,Blokinis,Įrengtas,59000
Šiaulių m.,1986,37,1,5,Centrinis,Mūrinis,Įrengtas,61000
Klaipėdos m.,1965,42,2,5,Centrinis,Mūrinis,Įrengtas,63000
Panevėžio m.,1988,18,1,4,Centrinis,Mūrinis,Įrengtas,8900
Tytuvėnų m.,1995,68,3,3,Centrinis,Mūrinis,Įrengtas,25500
Kauno m.,1979,"36,80",2,4,Centrinis,Blokinis,Įrengtas,52000
Alytaus m.,1976,"64,12",3,4,Centrinis,Blokinis,Įrengtas,59000
Panevėžio m.,1981,39,2,2,Centrinis,Blokinis,Įrengtas,45000
Šiaulių m.,1967,45,2,1,Centrinis,Mūrinis,Įrengtas,75000
Klaipėdos m.,1954,35,2,1,Centrinis,Mūrinis,Įrengtas,65000
Aukštelkės k.,1990,58,2,1,Dujinis,Blokinis,Įrengtas,38500
Želsvos k.,1972,"70,30",3,2,Kietukuru,Mūrinis,Įrengtas,25000
Plungės m.,1989,"63,28",2,2,Centrinis,Blokinis,Įrengtas,60000
Kuršėnų m.,1983,53,2,1,Centrinis,Blokinis,Įrengtas,27000
Alytaus m.,1977,"52,22",2,3,Centrinis,Mūrinis,Įrengtas,38000
Kauno m.,1978,"63,48",3,2,Centrinis,Blokinis,Įrengtas,68000
Baltrušaičių k.,1988,"77,66",3,1,Kietukuru,Mūrinis,Įrengtas,28000
Vilniaus m.,1985,62,3,1,Centrinis,Blokinis,Įrengtas,87900
Pabradės m.,1987,"53,05",2,4,Centrinis,Mūrinis,Įrengtas,60000
Jurbarko m.,1980,18,1,5,Centrinis,Mūrinis,Įrengtas,6000
Raseinių m.,1989,"77,64",3,3,Centrinis,Mūrinis,Įrengtas,55000
Batėgalos k.,1969,"50,34",2,2,Kietukuru,Mūrinis,Įrengtas,30555
Kauno m.,1967,"47,16",2,4,Centrinis,Blokinis,Įrengtas,50500
Maišiagalos mstl.,1980,"69,81",3,2,Kietukuru,Blokinis,Įrengtas,45000
Joniškio m.,1949,53,2,2,Kietukuru,Medinis,Įrengtas,8500
Kazlų Rūdos m.,1992,"34,22",2,2,Centrinis,Mūrinis,Įrengtas,25500
Šilutės m.,1984,54,3,4,Centrinis,Mūrinis,Įrengtas,35000
Marijampolės m.,1980,37,2,1,Kietukuru,Rąstinis,Įrengtas,23500
Kretingos m.,1963,"54,93",3,2,Centrinis,Mūrinis,Įrengtas,77000
Palangos m.,2012,40,2,4,Centriniskolektorinis,Kita,Įrengtas,175000
Klaipėdos m.,2007,"66,67",3,1,Centrinis,Mūrinis,Įrengtas,112000
Marijampolės m.,1920,59,3,2,Centrinis,Mūrinis,Įrengtas,70000
Kazlų Rūdos m.,1976,"73,25",4,2,Centrinis,Mūrinis,Įrengtas,42000
Jonavos m.,1984,"63,08",3,1,Centrinis,Blokinis,Įrengtas,65000
Alytaus m.,1945,65,3,2,Kietukuru,Rąstinis,Įrengtas,21000
Klaipėdos m.,2017,"41,25",2,6,Centriniskolektorinis,Mūrinis,Įrengtas,149500
Jonavos m.,1965,"45,01",2,3,Centrinis,Blokinis,Įrengtas,54000
Klaipėdos m.,1987,89,4,2,Centrinis,Blokinis,Įrengtas,80000
Kėdainių m.,1936,42,2,1,Kietukuru,Medinis,Įrengtas,15000
Klaipėdos m.,1961,42,2,1,Kitas,Mūrinis,Įrengtas,30000
Utenos m.,1975,"33,78",1,2,Centrinis,Blokinis,Įrengtas,39500
Antanavo k.,1967,"59,46",3,1,"Elektra,kietukuru",Mūrinis,Įrengtas,7500
Kauno m.,1972,35,2,2,Centrinis,Mūrinis,Įrengtas,44000
Klaipėdos m.,1967,36,2,5,Centrinis,Mūrinis,Įrengtas,48000
Vilniaus m.,2015,30,2,4,Centriniskolektorinis,Mūrinis,Įrengtas,98000
Utenos m.,1980,40,2,5,Centrinis,Mūrinis,Įrengtas,28000
Šiaulių m.,1970,36,1,2,Centrinis,Blokinis,Įrengtas,26000
Tauragės m.,2017,21,1,4,Centrinis,Mūrinis,Įrengtas,24500
Vilniaus m.,2018,47,2,6,Centriniskolektorinis,Monolitinis,Įrengtas,170000
Noriškių k.,1989,160,5,1,Kietukuru,Mūrinis,Įrengtas,88000
Druskininkų m.,2005,60,2,3,Kitas,Blokinis,Įrengtas,300
Alytaus m.,1990,12,1,4,Centrinis,Mūrinis,Įrengtas,10200
Druskininkų m.,1975,"53,68",2,3,Centrinis,Mūrinis,Įrengtas,52000
Prastavonių k.,1992,"62,28",3,2,Kietukuru,Mūrinis,Įrengtas,7500
Kauno m.,1937,"26,25",1,1,"Elektra,kietukuru",Medinis,Įrengtas,19000
Telšių m.,1981,30,1,4,Centrinis,Mūrinis,Įrengtas,29000
Klaipėdos m.,1983,70,3,4,"Centrinis,centriniskolektorinis",Mūrinis,Įrengtas,108000
Šiaulių m.,1984,"75,47",4,5,Centrinis,Mūrinis,Įrengtas,67000
Šiaulių m.,1977,50,2,5,Centrinis,Blokinis,Įrengtas,42000
Šilalės m.,1958,"31,21",1,3,Centrinis,Mūrinis,Įrengtas,25000
Pajūrio mstl.,1920,7,5,2,Kietukuru,Mūrinis,Įrengtas,42000
Šiaulių m.,1971,"30,44",1,2,Centrinis,Blokinis,Įrengtas,38000
Marijampolės m.,1988,"61,62",3,2,Centrinis,Blokinis,Įrengtas,52000
Gargždų m.,2008,"46,15",2,7,Centrinis,Monolitinis,Įrengtas,80000
Klaipėdos m.,1975,12,1,4,Centrinis,Mūrinis,Įrengtas,10500
Šiaulių m.,1968,45,2,4,Centrinis,Mūrinis,Įrengtas,73000
Kauno m.,1938,46,2,2,Dujinis,Karkasinis,Įrengtas,35000
Klaipėdos m.,1990,"64,64",3,5,Centrinis,Blokinis,Įrengtas,58000
Šakynos mstl.,1978,"71,15",3,2,Kietukuru,Mūrinis,Įrengtas,10000
Rokiškio m.,1976,"66,32",3,4,Centrinis,Mūrinis,Įrengtas,11111
Mažeikių m.,1980,50,2,5,Centrinis,Blokinis,Įrengtas,42500
Mažeikių m.,1993,56,2,5,Centrinis,Blokinis,Įrengtas,46200
Jurbarko m.,1986,78,4,4,Centrinis,Mūrinis,Įrengtas,40000
Klaipėdos m.,2012,"50,76",2,3,Centriniskolektorinis,Mūrinis,Įrengtas,108500
Klaipėdos m.,1957,82,3,1,Centrinis,Mūrinis,Įrengtas,85000
Panevėžio m.,1986,59,3,1,Centrinis,Mūrinis,Įrengtas,76800
Panevėžio m.,1970,157,7,2,"Dujinis,kietukuru",Mūrinis,Įrengtas,170000
Klaipėdos m.,1968,"20,74",1,6,Centrinis,Mūrinis,Įrengtas,34000
Marijampolės m.,1986,60,3,5,Centrinis,Blokinis,Įrengtas,50000
Anykščių m.,1977,58,3,5,Centrinis,Mūrinis,Įrengtas,48000
Šiaulių m.,2010,56,2,1,Kitas,Mūrinis,Įrengtas,115000
Šiaulių m.,1960,47,3,5,Centrinis,Blokinis,Įrengtas,65000
Panevėžio m.,1980,18,1,5,Centrinis,Mūrinis,Įrengtas,8500
Kauno m.,1961,43,2,1,Centrinis,Blokinis,Įrengtas,79000
Mažeikių m.,1981,"50,10",2,5,Centrinis,Blokinis,Įrengtas,31000
Plungės m.,1990,90,4,1,Centrinis,Blokinis,Įrengtas,69000
Mažeikių m.,1991,"87,60",4,3,Centriniskolektorinis,Blokinis,Įrengtas,65000
Kauno m.,1986,82,4,1,Centrinis,Blokinis,Įrengtas,99000
Marijampolės m.,1980,"22,60",1,3,Centrinis,Mūrinis,Įrengtas,7000
Šalčininkų m.,1971,"45,92",2,2,Centrinis,Blokinis,Įrengtas,58000
Vilniaus m.,2007,"53,08",2,6,Centriniskolektorinis,Mūrinis,Įrengtas,125000
Klaipėdos m.,1966,56,3,4,Centrinis,Mūrinis,Įrengtas,81000
Šiaulių m.,1966,"30,30",1,1,Centrinis,Blokinis,Įrengtas,33999
Telšių m.,1960,34,4,1,Centrinis,Mūrinis,Įrengtas,20500
Romučių k.,1975,48,3,1,"Centrinis,elektra",Mūrinis,Įrengtas,15000
Plungės m.,1993,35,2,5,Centrinis,Blokinis,Įrengtas,23000
Alytaus m.,1986,"67,26",3,4,Centrinis,Blokinis,Įrengtas,68000
Klaipėdos m.,1981,"56,14",2,9,Centrinis,Blokinis,Įrengtas,46000
Kretingalės mstl.,1973,"47,95",2,2,Dujinis,Mūrinis,Įrengtas,57000
Panevėžio m.,1979,63,3,1,Centrinis,Blokinis,Įrengtas,80000
Utenos m.,1983,"68,06",3,4,Centrinis,Blokinis,Įrengtas,74000
Palangos m.,1969,86,3,5,Elektra,Blokinis,Įrengtas,310000
Kauno m.,1980,51,2,5,Centrinis,Blokinis,Įrengtas,73600
Jonavos m.,1956,41,2,1,Centrinis,Mūrinis,Įrengtas,25000
Klaipėdos m.,1901,27,1,3,Centrinis,Mūrinis,Įrengtas,75000
Rokiškio m.,1974,29,1,1,Centrinis,Mūrinis,Įrengtas,19700
Klaipėdos m.,2003,52,2,5,Centrinis,Mūrinis,Įrengtas,60000
Jonavos m.,1974,"36,26",1,4,Centrinis,Blokinis,Įrengtas,29000
Mažeikių m.,1984,50,2,5,Centrinis,Blokinis,Įrengtas,37000
Mažeikių m.,1984,50,2,5,Centrinis,Blokinis,Įrengtas,37000
Palangos m.,1992,72,3,2,Centrinis,Mūrinis,Įrengtas,120000
Klaipėdos m.,1978,"33,14",1,4,Centrinis,Blokinis,Įrengtas,43000
Noreikiškių k.,1920,47,2,1,"Elektra,kietukuru",Mūrinis,Įrengtas,26000
Palangos m.,2009,48,2,1,Dujinis,Mūrinis,Įrengtas,134000
Tirkšlių mstl.,1958,"33,62",2,1,Kietukuru,Mūrinis,Įrengtas,14400
Panevėžio m.,1990,"64,30",3,3,Centrinis,Blokinis,Įrengtas,70000
Klaipėdos m.,1968,54,2,5,Centrinis,Mūrinis,Įrengtas,63500
Kauno m.,1970,"44,04",2,2,Centrinis,Blokinis,Įrengtas,75500
Utenos m.,1968,36,2,4,Centrinis,Mūrinis,Įrengtas,26000
Vilniaus m.,2008,44,2,5,Centriniskolektorinis,Mūrinis,Įrengtas,105600
Telšių m.,1983,"33,55",1,4,Centrinis,Blokinis,Įrengtas,23000
Lėbartų k.,1919,49,2,1,Kietukuru,Mūrinis,Įrengtas,29900
Šiaulių m.,1962,42,2,2,Centrinis,Mūrinis,Įrengtas,75000
Panevėžio m.,1968,"63,47",3,3,Centrinis,Kita,Įrengtas,59800
Kauno m.,1976,2,2,4,Centrinis,Blokinis,Įrengtas,60000
Jurbarko m.,1973,39,1,4,Centrinis,Mūrinis,Įrengtas,11500
Kauno m.,1975,"26,31",1,3,Centrinis,Mūrinis,Įrengtas,35000
Žiežmarių m.,1984,40,2,4,Dujinis,Mūrinis,Įrengtas,40500
Kauno m.,1972,"44,34",2,2,Centrinis,Blokinis,Įrengtas,66000
Šiaulių m.,1980,"35,38",2,4,Centrinis,Blokinis,Įrengtas,33000
Šiaulių m.,1975,"50,12",2,1,Centrinis,Mūrinis,Įrengtas,58000
Kėdainių m.,1980,63,3,2,Centrinis,Blokinis,Įrengtas,64000
Panevėžio m.,1973,"49,92",2,5,Centrinis,Blokinis,Įrengtas,52600
Marijampolės m.,1970,33,2,1,Centrinis,Mūrinis,Įrengtas,17500
Klaipėdos m.,1930,42,2,1,"Elektra,kietukuru",Rąstinis,Įrengtas,59900
Vilniaus m.,1977,"64,41",3,4,Centrinis,Blokinis,Įrengtas,96000
Pasvalio m.,1965,44,2,4,Centrinis,Mūrinis,Įrengtas,29000
Jonavos m.,1974,51,2,4,Centrinis,Blokinis,Įrengtas,44200
Klaipėdos m.,1960,18,1,4,Centrinis,Mūrinis,Įrengtas,10000
Tauragės m.,1982,"29,50",1,2,Centrinis,Mūrinis,Įrengtas,31000
Alytaus m.,1970,48,2,3,Centrinis,Mūrinis,Įrengtas,56500
Gedrimų k.,1970,54,2,3,Kietukuru,Mūrinis,Įrengtas,18000
Jonavos m.,1985,"50,28",2,2,Centrinis,Blokinis,Įrengtas,53000
Kupiškio m.,1968,58,3,3,Centrinis,Mūrinis,Įrengtas,28000
Gargždų m.,1969,58,3,3,Centriniskolektorinis,Mūrinis,Įrengtas,82000
Klaipėdos m.,1975,66,3,1,Centrinis,Mūrinis,Įrengtas,54000
Prienų m.,1991,"64,92",3,2,Centrinis,Mūrinis,Įrengtas,71000
Šiaulių m.,1980,50,2,5,Centrinis,Blokinis,Įrengtas,59000
Vilniaus m.,1954,"53,43",2,2,Centrinis,Mūrinis,Įrengtas,180000
Marijampolės m.,1982,"33,33",1,5,Centriniskolektorinis,Blokinis,Įrengtas,39500
Kauno m.,1970,62,3,5,Centrinis,Blokinis,Įrengtas,71500
Druskininkų m.,1979,30,1,2,Centrinis,Medinis,Įrengtas,30000
Raseinių m.,1976,"50,03",2,1,Centrinis,Mūrinis,Įrengtas,31000
Panevėžio m.,1983,"49,68",2,10,Centrinis,Mūrinis,Įrengtas,52000
Palangos m.,1983,64,3,1,Centrinis,Mūrinis,Įrengtas,125000
Varėnos m.,1985,85,4,2,Kietukuru,Mūrinis,Įrengtas,88888
Gargždų m.,1972,47,2,5,Centrinis,Blokinis,Įrengtas,42000
Telšių m.,1976,"64,50",4,2,Centrinis,Mūrinis,Įrengtas,62000
Kauno m.,1974,"78,30",4,3,Centrinis,Mūrinis,Įrengtas,122000
Kauno m.,1986,107,5,5,Centrinis,Mūrinis,Įrengtas,140000
Klaipėdos m.,1975,78,4,5,Centrinis,Blokinis,Įrengtas,72000
Klaipėdos m.,1976,16,1,4,Centrinis,Mūrinis,Įrengtas,22000
Klaipėdos m.,1971,35,2,4,Centrinis,Mūrinis,Įrengtas,42500
Gelgaudiškio m.,1989,52,2,1,Centrinis,Mūrinis,Įrengtas,17000
Klaipėdos m.,2008,72,3,2,Dujinis,Mūrinis,Įrengtas,122000
Šiaulių m.,1977,24,1,2,Centrinis,Mūrinis,Įrengtas,27000
Kauno m.,1918,50,2,1,Centrinis,Mūrinis,Įrengtas,119999
Marijampolės m.,1973,49,2,5,Centrinis,Blokinis,Įrengtas,47000
Aleksandravo k.,1980,56,3,2,"Elektra,kietukuru",Mūrinis,Įrengtas,28000
Tauragės m.,1964,"58,44",3,5,Centrinis,Mūrinis,Įrengtas,65000
Visagino m.,1984,"40,26",1,3,"Centrinis,elektra",Blokinis,Įrengtas,18000
Panevėžio m.,1982,31,1,2,Centrinis,Blokinis,Įrengtas,40000
Mažeikių m.,1981,"64,73",3,2,Centriniskolektorinis,Blokinis,Įrengtas,62000
Šiaulių m.,1980,54,2,5,Centrinis,Mūrinis,Įrengtas,45000
Tauragės m.,1987,37,1,1,Centrinis,Blokinis,Įrengtas,34500
Klaipėdos m.,1987,52,2,4,Centrinis,Mūrinis,Įrengtas,63000
Šiaulių m.,1992,90,4,3,Centrinis,Blokinis,Įrengtas,109000
Barklainių I k.,1973,39,1,1,Kietukuru,Mūrinis,Įrengtas,14000
Alytaus m.,1982,"64,84",2,5,Centrinis,Mūrinis,Įrengtas,27000
Jurbarko m.,1967,"46,45",2,4,Centrinis,Mūrinis,Įrengtas,28000
Jonavos m.,1973,36,2,3,Centriniskolektorinis,Mūrinis,Įrengtas,30000
Gargždų m.,2010,40,2,1,Kietukuru,Mūrinis,Įrengtas,40000
Kauno m.,1981,"32,91",1,4,Centrinis,Mūrinis,Įrengtas,65000
Klaipėdos m.,1975,"17,85",1,3,Centrinis,Mūrinis,Įrengtas,18500
Tauragės m.,1979,72,4,1,Centrinis,Mūrinis,Įrengtas,72000
Mažeikių m.,1988,"86,77",4,5,Centrinis,Blokinis,Įrengtas,92000
Vilniaus m.,1961,"46,17",2,1,Centrinis,Blokinis,Įrengtas,120000
Panevėžio m.,1970,"70,05",4,5,Centrinis,Mūrinis,Įrengtas,58000
Kauno m.,1965,"15,91",1,4,Centrinis,Mūrinis,Įrengtas,17500
Alytaus m.,1980,18,1,3,Centrinis,Blokinis,Įrengtas,6000
Mažeikių m.,1988,"50,54",2,3,Centrinis,Blokinis,Įrengtas,45000
Tauragės Dvaro k.,1964,42,2,1,Centrinis,Mūrinis,Įrengtas,42000
Šiaulių m.,1985,37,1,4,Centrinis,Blokinis,Įrengtas,37000
Elektrėnų m.,1982,"50,17",2,1,Centrinis,Blokinis,Įrengtas,63000
Šiaulių m.,1985,51,2,3,Centrinis,Blokinis,Įrengtas,65000
Klaipėdos m.,2015,50,2,1,Centrinis,Blokinis,Įrengtas,113000
Marijampolės m.,1988,32,2,4,Centrinis,Mūrinis,Įrengtas,19500
Telšių m.,1984,"34,57",2,3,Centrinis,Kita,Įrengtas,28000
Klaipėdos m.,1980,80,4,5,Centrinis,Blokinis,Įrengtas,70000
Kauno m.,1935,"51,58",3,1,Dujinis,Rąstinis,Įrengtas,65000
Jotainių k.,1984,67,3,2,Dujinis,Mūrinis,Įrengtas,32000
Panevėžio m.,1987,"38,27",1,2,Centrinis,Mūrinis,Įrengtas,37500
Būblių k.,1960,50,2,2,Kietukuru,Mūrinis,Įrengtas,7500
Neringos m.,1975,53,2,2,Centrinis,Mūrinis,Įrengtas,249000
Kauno m.,1977,30,1,3,Centrinis,Blokinis,Įrengtas,40900
Vilkaviškio m.,1987,70,3,1,Centrinis,Mūrinis,Įrengtas,57000
Telšių m.,1990,"71,69",3,2,Centrinis,Mūrinis,Įrengtas,56000
Vėžaičių mstl.,1976,"60,06",3,2,Centrinis,Mūrinis,Įrengtas,63000
Vilniaus m.,1994,"35,25",1,1,Centrinis,Blokinis,Įrengtas,67000
Klaipėdos m.,1973,59,2,3,Centrinis,Mūrinis,Įrengtas,80000
Palangos m.,2017,"21,42",1,4,Elektra,Blokinis,Įrengtas,106000
Juknaičių k.,1974,"72,28",3,2,Centrinis,Mūrinis,Įrengtas,27000
Klaipėdos m.,1979,36,1,1,Centrinis,Mūrinis,Įrengtas,6000
Klaipėdos m.,1958,42,1,3,Centrinis,Mūrinis,Įrengtas,90000
Pociūnų k.,1976,"70,58",3,2,Kietukuru,Mūrinis,Įrengtas,7500
Alytaus m.,1969,36,2,3,Centrinis,Mūrinis,Įrengtas,15000
Panevėžio m.,1976,"67,76",3,3,Centrinis,Blokinis,Įrengtas,78000
Kretingos m.,1980,"46,75",2,4,Centriniskolektorinis,Mūrinis,Įrengtas,50500
Klaipėdos m.,1970,21,1,2,Centrinis,Mūrinis,Įrengtas,43000
Šilalės m.,1986,50,2,4,Centrinis,Mūrinis,Įrengtas,50000
Klaipėdos m.,1988,77,3,4,Centrinis,Blokinis,Įrengtas,81000
Jonavos m.,1960,"196,86",2,2,Centrinis,Mūrinis,Įrengtas,45900
Utenos m.,1989,"45,29",1,4,Centrinis,Blokinis,Įrengtas,48000
Mažeikių m.,1995,61,2,3,Elektra,Mūrinis,Įrengtas,50000
Gargždų m.,2021,28,1,1,Centriniskolektorinis,Mūrinis,Įrengtas,38000
Šiaulių m.,1970,"44,47",2,4,Centrinis,Blokinis,Įrengtas,60000
Kauno m.,1970,"47,38",2,1,Centrinis,Blokinis,Įrengtas,61000
Klaipėdos m.,1969,48,2,1,"Elektra,kietukuru",Mūrinis,Įrengtas,55000
Šilalės m.,1995,"37,51",1,3,Centrinis,Mūrinis,Įrengtas,35000
Pajūrio mstl.,1920,106,3,2,Kitas,Mūrinis,Įrengtas,49000
Klaipėdos m.,1995,78,3,8,Centrinis,Blokinis,Įrengtas,87900
Klaipėdos m.,2006,"72,79",3,3,Centriniskolektorinis,Monolitinis,Įrengtas,167000
Klaipėdos m.,1988,"70,50",3,6,Centrinis,Blokinis,Įrengtas,72000
Rietavo m.,1978,101,4,1,Centrinis,Mūrinis,Įrengtas,55000
Klaipėdos m.,1978,40,2,1,Centrinis,Mūrinis,Įrengtas,58500
Klaipėdos m.,1968,56,3,3,Centrinis,Mūrinis,Įrengtas,56000
Klaipėdos m.,1992,53,2,5,Centrinis,Mūrinis,Įrengtas,71900
Telšių m.,1985,"31,34",1,1,Centrinis,Kita,Įrengtas,32000
Jonavos m.,1986,"52,04",2,4,Centrinis,Blokinis,Įrengtas,57500
Vilniaus m.,1972,"30,34",1,2,Centrinis,Mūrinis,Įrengtas,49900
Vainikų k.,1990,56,2,1,Kietukuru,Mūrinis,Įrengtas,8500
Klaipėdos m.,1978,"65,50",3,8,Centrinis,Blokinis,Įrengtas,83000
Šiaulių m.,1970,"17,23",1,5,Centrinis,Blokinis,Įrengtas,11000
Palangos m.,1977,58,3,1,Centrinis,Mūrinis,Įrengtas,90000
Zarasų m.,1940,"61,48",3,1,Kitas,Medinis,Įrengtas,23000
Kėdainių m.,1969,"45,66",2,5,Centrinis,Mūrinis,Įrengtas,45000
Vilniaus m.,1973,33,1,2,Centrinis,Blokinis,Įrengtas,60000
Vilniaus m.,2008,39,1,4,Centriniskolektorinis,Mūrinis,Įrengtas,79000
Smalininkų m.,1979,95,5,5,Centrinis,Mūrinis,Įrengtas,16000
Kauno m.,1969,"35,24",1,5,Centrinis,Mūrinis,Įrengtas,38500
Panevėžio m.,1962,"50,89",3,3,Centrinis,Mūrinis,Įrengtas,79000
Švenčionių m.,1958,70,3,1,Kietukuru,Mūrinis,Įrengtas,12000
Baisogalos mstl.,1963,"49,79",3,2,Centrinis,Mūrinis,Įrengtas,15445
Žiežmarių m.,1976,"49,03",2,2,Dujinis,Mūrinis,Įrengtas,50000
Ruklos mstl.,1981,81,4,2,Centrinis,Mūrinis,Įrengtas,47000
Ukmergės m.,1974,"84,90",3,1,Dujinis,Mūrinis,Įrengtas,69000
Jonavos m.,1976,"50,60",2,1,Centrinis,Blokinis,Įrengtas,50000
Klaipėdos m.,2014,"60,51",2,3,Centriniskolektorinis,Mūrinis,Įrengtas,130000
Plungės m.,1985,"77,85",3,5,Centrinis,Blokinis,Įrengtas,58000
Palangos m.,2012,"59,63",2,3,Centriniskolektorinis,Blokinis,Įrengtas,140000
Jonavos m.,1983,64,3,5,Centrinis,Blokinis,Įrengtas,70000
Kazlų Rūdos m.,1985,39,2,4,Centrinis,Mūrinis,Įrengtas,25000
Plungės m.,1988,71,3,5,Centrinis,Blokinis,Įrengtas,50000
