city,years,area,rooms,avg_heat_per_m,floor,building_type,heating_type,installation,price
Kaunas,2003,76,3,,3,Mūrinis,Skystukuru,Įrengtas,169000
Vilnius,2012,58,2,"20,88",4,Mūrinis,Centriniskolektorinis,Įrengtas,240000
Vilnius,1995,"119,38",4,,10,Mūrinis,Centrinis,Įrengtas,199000
Visagino m.,1984,"60,25",2,,5,Blokinis,Centrinis,Įrengtas,32500
Vilnius,2017,"46,39",2,"7,89",5,Blokinis,Centriniskolektorinis,Įrengtas,125000
Plungės m.,2019,78,4,,5,Kita,Centrinis,Įrengtas,79000
Kauno r. sav.,2008,70,3,,1,Mūrinis,Dujinis,Įrengtas,94900
Kėdainių m.,1980,34,1,,1,Karkasinis,Kita,Įrengtas,25000
Kaunas,1970,100,4,,1,Mūrinis,"Centrinis,dujinis,kietukuru",Įrengtas,120000
Kaunas,1950,43,2,"39,99",2,Rąstinis,Centrinis,Įrengtas,43500
Vilnius,1940,"51,84",2,,1,Medinis,Kietukuru,Įrengtas,125000
Vilnius,1966,"17,28",1,,4,Mūrinis,Centrinis,Įrengtas,46100
Kaunas,2007,"83,37",4,,4,Mūrinis,Dujinis,Įrengtas,250000
Vilnius,1990,"50,18",2,,8,Blokinis,Centrinis,Įrengtas,89000
Klaipėda,1970,"33,3",1,,2,Blokinis,Centrinis,Įrengtas,50000
Klaipėda,1958,16,1,,3,Mūrinis,Centrinis,Įrengtas,10000
Vilnius,1940,36,2,,1,Medinis,Kietukuru,Įrengtas,140000
Akmenės r. sav.,1980,32,1,,1,Blokinis,Centrinis,Įrengtas,25000
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Vilnius,2000,"148,07",5,,4,Mūrinis,Dujinis,Įrengtas,580000
Anykščių m.,1968,"21,23",1,,3,Mūrinis,Centrinis,Įrengtas,26500
Mažeikių m.,1989,"30,35",1,,4,Blokinis,Centriniskolektorinis,Įrengtas,34500
Plungės m.,1974,23,1,,1,Blokinis,Centrinis,Įrengtas,11000
Vilnius,1982,"18,92",1,,2,Mūrinis,Kita,Įrengtas,18300
Kaunas,1972,"35,7",2,"28,20",2,Blokinis,Centrinis,Įrengtas,49950
Vilnius,1977,"32,71",1,"17,66",5,Blokinis,Centrinis,Įrengtas,63900
Palanga,2021,40,2,,1,Mūrinis,Kita,Įrengtas,163000
Jonavos r. sav.,1964,"43,2",2,,2,Mūrinis,Dujinis,Įrengtas,18700
Vilnius,2005,63,2,,13,Mūrinis,Centriniskolektorinis,Įrengtas,154500
Vilnius,2021,51,2,,1,Monolitinis,Centriniskolektorinis,Įrengtas,158400
Klaipėda,1984,33,2,,5,Mūrinis,Centrinis,Įrengtas,20000
Kaunas,1990,"36,67",1,"15,03",4,Blokinis,Centrinis,Įrengtas,56000
Šiauliai,1977,38,2,"19,38",2,Blokinis,Centrinis,Įrengtas,56200
Mažeikių m.,1989,"36,37",1,,2,Blokinis,Centrinis,Įrengtas,35000
Panevėžys,1970,"48,83",2,"28,81",1,Mūrinis,Centrinis,Įrengtas,53000
Vilnius,1986,"67,41",3,"49,88",2,Blokinis,Centrinis,Įrengtas,125000
Jonavos r. sav.,1976,50,2,,1,Blokinis,Kita,Įrengtas,9000
Šiauliai,1978,"64,08",3,"36,53",5,Mūrinis,Centrinis,Įrengtas,56500
Vilnius,1994,42,1,"28,98",1,Blokinis,Centrinis,Įrengtas,75000
Klaipėda,1974,"50,3",2,,4,Mūrinis,Centrinis,Įrengtas,85500
Vilnius,1940,41,2,"25,42",2,Mūrinis,Centrinis,Įrengtas,139999
Panevėžys,1993,"60,16",2,"36,70",5,Blokinis,Centrinis,Įrengtas,48900
Vilnius,1979,"49,97",2,,1,Mūrinis,Centrinis,Įrengtas,75000
Alytus,1924,56,2,,1,Medinis,"Dujinis,kietukuru",Įrengtas,78000
Radviliškio r. sav.,1968,"64,9",3,,4,Mūrinis,Centrinis,Įrengtas,12000
Kaunas,1966,34,2,,5,Mūrinis,Centrinis,Įrengtas,92000
Vilnius,2013,31,1,"8,06",4,Mūrinis,Centriniskolektorinis,Įrengtas,82000
Kauno r. sav.,2013,"63,5",3,,3,Mūrinis,Dujinis,Įrengtas,110000
Klaipėdos r. sav.,1965,30,3,,1,Mūrinis,"Elektra,kietukuru",Įrengtas,32500
Vilnius,1974,"70,16",3,,9,Blokinis,Centrinis,Įrengtas,100000
Radviliškio m.,1995,"53,16",2,,5,Mūrinis,Centrinis,Įrengtas,52300
Kėdainių m.,1961,47,3,,2,Mūrinis,"Dujinis,kietukuru",Įrengtas,40000
Klaipėda,1994,"66,14",3,,5,Mūrinis,Centrinis,Įrengtas,65990
Klaipėda,2009,65,2,,31,Monolitinis,Centriniskolektorinis,Įrengtas,200000
Druskininkų m.,2011,54,1,,1,Mūrinis,Geoterminis,Įrengtas,170000
Visagino m.,1987,"54,61",2,,5,Kita,Centrinis,Įrengtas,37000
Panevėžys,1933,"41,43",2,,3,Medinis,"Elektra,kietukuru",Įrengtas,54555
Kaišiadorių m.,1979,64,3,,5,Blokinis,Centrinis,Įrengtas,62000
Jonavos m.,1961,"41,55",2,,2,Mūrinis,Centrinis,Įrengtas,40000
Kaunas,2019,44,2,"9,68",3,Mūrinis,Centriniskolektorinis,Įrengtas,78000
Plungės m.,1985,"77,8",3,,5,Blokinis,Centrinis,Įrengtas,58000
Neringos m.,2021,44,3,,1,Mūrinis,Geoterminis,Įrengtas,228800
Klaipėda,1989,78,3,,5,Blokinis,Centrinis,Įrengtas,97000
Kaunas,1964,32,2,,2,Mūrinis,"Elektra,kita",Įrengtas,59000
Vilnius,1955,25,1,,3,Mūrinis,Elektra,Įrengtas,66900
Alytus,2004,53,2,,3,Mūrinis,Aeroterminis,Įrengtas,116000
Radviliškio m.,1970,64,3,,3,Mūrinis,Centrinis,Įrengtas,65000
Alytus,2004,53,2,,2,Mūrinis,Aeroterminis,Įrengtas,120000
Kaunas,1991,51,2,"26,01",2,Blokinis,Centrinis,Įrengtas,69500
Kaunas,1987,"43,35",2,"20,37",2,Blokinis,Centrinis,Įrengtas,77500
Marijampolės m.,1965,33,1,,3,Blokinis,Centrinis,Įrengtas,34600
Šilutės m.,1972,65,3,,2,Mūrinis,Centrinis,Įrengtas,45000
Panevėžys,1965,"26,24",1,"15,22",5,Mūrinis,Centrinis,Įrengtas,24000
Klaipėda,1910,105,5,,1,Mūrinis,Centrinis,Įrengtas,210000
Kaunas,1970,64,3,"37,76",1,Blokinis,Centrinis,Įrengtas,86900
Kaunas,1990,83,4,"35,69",2,Blokinis,Centrinis,Įrengtas,86000
Visagino m.,1980,"39,4",2,,8,Monolitinis,Centrinis,Įrengtas,7777
Zarasų r. sav.,1980,"57,94",3,,4,Blokinis,Centrinis,Įrengtas,6666
Kaunas,1974,64,3,"20,48",7,Blokinis,Centriniskolektorinis,Įrengtas,90000
Rokiškio m.,1933,"37,12",2,,2,Medinis,Centrinis,Įrengtas,15000
Alytus,1977,"47,92",2,,3,Blokinis,Centrinis,Įrengtas,39294
Vilnius,2011,"96,62",4,"32,85",4,Mūrinis,Centriniskolektorinis,Įrengtas,360000
Vilnius,2014,"61,96",3,,1,Monolitinis,Centrinis,Įrengtas,118000
Biržų m.,1982,"77,27",4,,5,Mūrinis,Centrinis,Įrengtas,70000
Ignalinos m.,1993,"50,54",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,30000
Klaipėdos r. sav.,1972,48,2,,2,Mūrinis,"Elektra,kietukuru",Įrengtas,25000
Klaipėda,2011,65,2,,3,Mūrinis,"Centriniskolektorinis,aeroterminis",Įrengtas,152000
Vilnius,1972,"37,25",1,,3,Mūrinis,Centrinis,Įrengtas,68000
Kaunas,1990,"53,55",2,"25,17",5,Mūrinis,Centrinis,Įrengtas,67600
Kaunas,1957,60,3,"36,60",2,Kita,Centrinis,Įrengtas,52000
Panevėžys,1977,"33,57",2,"20,48",3,Blokinis,Centrinis,Įrengtas,25000
Kaunas,1973,"48,89",3,"22,98",4,Blokinis,Centrinis,Įrengtas,77000
Kėdainių m.,1994,"76,29",4,,3,Mūrinis,Centrinis,Įrengtas,75000
Šiauliai,1955,"60,08",2,"59,48",2,Mūrinis,Centrinis,Įrengtas,82000
Jonavos m.,1970,"48,98",2,,1,Mūrinis,Centrinis,Įrengtas,30000
Klaipėda,1970,71,3,,4,Mūrinis,Centrinis,Įrengtas,85000
Tauragės m.,1987,"51,07",2,,5,Blokinis,Centrinis,Įrengtas,44500
Radviliškio m.,1975,"50,54",2,,4,Blokinis,Centrinis,Įrengtas,36900
Vilnius,2009,59,3,"24,78",1,Mūrinis,Centriniskolektorinis,Įrengtas,250000
Vilnius,1968,61,3,"33,55",2,Blokinis,"Centrinis,elektra",Įrengtas,115000
Kaunas,2016,93,3,"16,74",4,Mūrinis,Centrinis,Įrengtas,418500
Kaunas,1969,"44,64",2,"18,75",5,Mūrinis,Centrinis,Įrengtas,65000
Prienų m.,1970,47,2,,4,Mūrinis,Centrinis,Įrengtas,72000
Vilnius,2020,"41,87",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,185500
Akmenės r. sav.,1974,"47,25",2,,3,Blokinis,Centrinis,Įrengtas,15500
Akmenės r. sav.,1981,78,4,,3,Mūrinis,Centrinis,Įrengtas,25499
Mažeikių m.,1983,"64,48",3,,2,Blokinis,Centrinis,Įrengtas,68500
Šiauliai,1970,"18,17",1,,3,Mūrinis,Centrinis,Įrengtas,10998
Akmenės r. sav.,1978,48,2,,5,Blokinis,Centrinis,Įrengtas,7800
Klaipėda,1993,78,3,,5,Blokinis,Centrinis,Įrengtas,85000
Alytus,1982,"34,9",2,,5,Blokinis,Centrinis,Įrengtas,50605
Kėdainių m.,1962,"44,85",2,,3,Blokinis,Centrinis,Įrengtas,35000
Vilnius,1979,25,1,,5,Mūrinis,Centrinis,Įrengtas,33500
Vilnius,2006,62,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,280000
Akmenės r. sav.,1992,"65,53",3,,1,Blokinis,Centrinis,Įrengtas,37000
Vilnius,1984,34,2,,3,Mūrinis,"Centrinis,elektra",Įrengtas,55000
Šiauliai,1989,81,4,"56,70",3,Blokinis,Dujinis,Įrengtas,77500
Visagino m.,1981,"30,46",1,,4,Mūrinis,Centrinis,Įrengtas,17000
Druskininkų m.,1989,35,2,,3,Mūrinis,Centrinis,Įrengtas,45000
Palanga,1979,26,1,,0,Monolitinis,Elektra,Įrengtas,56000
Telšių m.,1992,"75,3",4,,2,Mūrinis,Elektra,Įrengtas,66000
Kėdainių m.,1962,42,2,,4,Mūrinis,Centrinis,Įrengtas,22000
Vilnius,2007,"58,3",2,"29,73",1,Mūrinis,Centriniskolektorinis,Įrengtas,187000
Klaipėda,2010,120,4,,9,Monolitinis,"Centrinis,elektra",Įrengtas,245000
Kauno r. sav.,1982,34,2,,4,Blokinis,Centrinis,Įrengtas,26900
Marijampolės m.,1966,"25,58",1,,5,Mūrinis,Centrinis,Įrengtas,25000
Mažeikių m.,2006,100,3,,4,Mūrinis,Centrinis,Įrengtas,140000
Vilnius,2001,71,3,,1,Mūrinis,Dujinis,Įrengtas,280000
Vilnius,1983,"25,22",2,,4,Kita,Elektra,Įrengtas,63000
Palanga,2008,"34,45",1,,1,Mūrinis,Elektra,Įrengtas,180000
Marijampolės m.,1970,"33,52",1,,1,Blokinis,Centrinis,Įrengtas,33500
Vilnius,2013,"113,87",5,,1,Mūrinis,Dujinis,Įrengtas,311000
Marijampolės m.,1990,"63,05",3,,3,Mūrinis,Centrinis,Įrengtas,58000
Neringos m.,2009,"80,22",4,,3,Mūrinis,Elektra,Įrengtas,420069
Mažeikių m.,1973,"50,15",2,,4,Blokinis,Centrinis,Įrengtas,50000
Kaunas,2017,"63,65",2,"12,73",8,Monolitinis,Centriniskolektorinis,Įrengtas,168000
Šilutės m.,1965,46,2,,5,Mūrinis,Centrinis,Įrengtas,35000
Kaunas,1992,51,2,"21,93",2,Mūrinis,Centrinis,Įrengtas,119000
Plungės r. sav.,1976,"46,51",2,,2,Mūrinis,Kietukuru,Įrengtas,35000
Palanga,2002,65,2,,2,Mūrinis,Dujinis,Įrengtas,199777
Vilnius,1972,"49,62",2,,3,Mūrinis,Centrinis,Įrengtas,178000
Kaunas,1992,"36,26",1,"19,94",5,Blokinis,Centrinis,Įrengtas,49000
Vilnius,2010,119,4,,4,Mūrinis,Centriniskolektorinis,Įrengtas,420000
Alytus,1964,"45,78",2,,4,Mūrinis,Centrinis,Įrengtas,35500
Klaipėda,1960,"43,3",2,,3,Mūrinis,Centrinis,Įrengtas,60000
Vilnius,1956,"80,75",3,"58,14",3,Mūrinis,Centrinis,Įrengtas,186000
Kaunas,1970,"28,62",1,"10,59",5,Blokinis,Centrinis,Įrengtas,43000
Šiauliai,1976,"36,25",2,"19,58",5,Mūrinis,Centrinis,Įrengtas,38000
Jonavos m.,1983,"64,5",3,,2,Blokinis,Centrinis,Įrengtas,85000
Kaunas,1991,32,1,"15,04",4,Mūrinis,Centrinis,Įrengtas,45000
Ukmergės m.,1968,"44,1",2,,4,Mūrinis,Centrinis,Įrengtas,39900
Vilnius,2011,"76,1",3,,1,Mūrinis,Dujinis,Įrengtas,245000
Vilnius,1972,"63,7",3,,6,Monolitinis,Centrinis,Įrengtas,97999
Vilnius,2017,31,1,"8,99",1,Mūrinis,Centrinis,Įrengtas,95000
Klaipėda,1989,73,3,,2,Mūrinis,Centrinis,Įrengtas,107000
Šiauliai,2003,"107,41",4,"67,67",5,Mūrinis,Centrinis,Įrengtas,110000
Vilnius,1977,"49,11",2,"26,52",5,Blokinis,Centriniskolektorinis,Įrengtas,103900
Klaipėdos r. sav.,1970,80,3,,0,Mūrinis,Kietukuru,Įrengtas,33000
Kaunas,1971,57,3,"24,51",5,Mūrinis,Centrinis,Įrengtas,91000
Panevėžys,1976,"49,96",2,"23,98",4,Blokinis,Centrinis,Įrengtas,65000
Panevėžio r. sav.,1988,"71,22",3,,2,Mūrinis,Kietukuru,Įrengtas,8000
Vilnius,1982,"51,02",2,"35,71",3,Mūrinis,Centrinis,Įrengtas,85000
Panevėžys,1978,"50,65",2,,1,Mūrinis,Centrinis,Įrengtas,47500
Mažeikių m.,1999,52,2,,2,Blokinis,Centrinis,Įrengtas,43000
Klaipėda,1992,87,4,,3,Mūrinis,Centrinis,Įrengtas,90000
Alytus,1992,78,4,,1,Mūrinis,Centrinis,Įrengtas,87000
Kaunas,1967,64,3,,3,Mūrinis,Centrinis,Įrengtas,75000
Vilnius,1964,"36,85",2,"27,27",5,Mūrinis,Centrinis,Įrengtas,79000
Klaipėda,1990,"50,64",2,,4,Mūrinis,Centrinis,Įrengtas,65499
Jonavos m.,1968,36,2,,4,Mūrinis,Centrinis,Įrengtas,35000
Vilnius,2008,"60,64",3,,5,Mūrinis,Centriniskolektorinis,Įrengtas,140000
Vilnius,1987,85,3,"42,50",2,Monolitinis,Centrinis,Įrengtas,167000
Vilnius,1960,60,3,,1,Mūrinis,"Elektra,kietukuru",Įrengtas,119000
Vilnius,1940,58,1,,3,Mūrinis,Dujinis,Įrengtas,210000
Vilnius,1989,"61,41",3,"41,76",1,Blokinis,Centrinis,Įrengtas,134700
Kaunas,1969,18,1,"8,64",5,Mūrinis,Centrinis,Įrengtas,24950
Kaunas,1981,50,2,"23,00",4,Blokinis,Centrinis,Įrengtas,61500
Vilnius,1980,38,1,"26,98",5,Blokinis,Centrinis,Įrengtas,75000
Klaipėda,1985,"29,44",1,,4,Mūrinis,Centrinis,Įrengtas,45000
Vilnius,1975,48,2,,1,Blokinis,Centrinis,Įrengtas,77990
Vilnius,1980,"52,21",2,"29,76",10,Monolitinis,Centrinis,Įrengtas,89000
Kaišiadorių m.,1955,"45,08",2,,4,Mūrinis,Centrinis,Įrengtas,53000
Vilnius,2003,64,2,,1,Mūrinis,Dujinis,Įrengtas,139500
Anykščių m.,1987,"33,1",2,,2,Mūrinis,Centrinis,Įrengtas,19000
Kėdainių m.,1970,59,3,,2,Mūrinis,Centrinis,Įrengtas,55000
Vilnius,1969,47,2,"13,63",4,Blokinis,Centrinis,Įrengtas,90000
Vilnius,1992,81,4,"58,32",7,Blokinis,Centrinis,Įrengtas,137900
Kauno r. sav.,2020,"69,7",3,,3,Mūrinis,Dujinis,Įrengtas,93398
Kaunas,1984,"62,22",3,,5,Blokinis,Centrinis,Įrengtas,72000
Kaunas,1948,23,1,"18,17",2,Mūrinis,Centrinis,Įrengtas,33000
Alytus,1988,"76,45",4,,3,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,2020,62,3,,5,Monolitinis,Centriniskolektorinis,Įrengtas,198000
Vilnius,1970,10,1,"7,30",2,Mūrinis,Centrinis,Įrengtas,33999
Kretingos m.,1993,"44,49",1,,3,Blokinis,Centrinis,Įrengtas,49200
Šiauliai,1980,"17,86",1,"16,79",4,Blokinis,Centrinis,Įrengtas,10100
Šiauliai,1980,"87,07",4,"39,18",5,Blokinis,Centrinis,Įrengtas,95000
Vilnius,1981,21,1,,12,Mūrinis,Centrinis,Įrengtas,82000
Kaunas,2008,"88,01",3,,4,Monolitinis,Dujinis,Įrengtas,181000
Elektrėnų m.,1961,"46,32",2,,3,Blokinis,Centrinis,Įrengtas,62000
Kaunas,1977,34,1,"22,10",4,Mūrinis,Centrinis,Įrengtas,56000
Šakių m.,1988,58,3,,5,Blokinis,Centrinis,Įrengtas,40000
Vilnius,1981,16,1,"13,76",1,Mūrinis,Centrinis,Įrengtas,37500
Alytus,1967,45,2,,2,Mūrinis,Centrinis,Įrengtas,37900
Šiauliai,1983,"49,84",2,"29,41",9,Blokinis,Centrinis,Įrengtas,52900
Tauragės r. sav.,1970,43,2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,36000
Klaipėda,1991,56,2,,3,Mūrinis,Centrinis,Įrengtas,92000
Kaunas,1967,78,4,"33,54",3,Blokinis,Centrinis,Įrengtas,93000
Šilalės m.,1930,"62,61",2,,2,Medinis,Kietukuru,Įrengtas,20000
Vilnius,2010,64,2,,2,Mūrinis,Dujinis,Įrengtas,155000
Plungės m.,2007,"49,3",3,,4,Mūrinis,Dujinis,Įrengtas,44999
Birštono m.,1987,71,5,,1,Blokinis,Dujinis,Įrengtas,135000
Alytus,1993,"52,24",2,,2,Mūrinis,Centrinis,Įrengtas,57000
Vilniaus r. sav.,1989,"59,32",2,,2,Mūrinis,Kietukuru,Įrengtas,75000
Zarasų m.,1940,64,2,,1,Kita,Centrinis,Įrengtas,40000
Trakų r. sav.,1985,44,3,,5,Mūrinis,Centrinis,Įrengtas,32000
Panevėžys,1980,"49,17",2,"34,42",1,Mūrinis,Centrinis,Įrengtas,57500
Vilnius,1984,"36,47",2,"25,53",5,Blokinis,Centrinis,Įrengtas,89500
Vilnius,2007,"67,8",3,"29,15",6,Mūrinis,Centriniskolektorinis,Įrengtas,143000
Vilnius,2018,46,2,,6,Monolitinis,Centriniskolektorinis,Įrengtas,170000
Kaunas,1978,37,2,"19,24",5,Blokinis,Centrinis,Įrengtas,65000
Akmenės r. sav.,1992,"64,43",3,,4,Blokinis,Centrinis,Įrengtas,23900
Panevėžys,1992,"65,6",3,,4,Mūrinis,Centrinis,Įrengtas,75500
Vilnius,2006,73,3,,8,Blokinis,Centriniskolektorinis,Įrengtas,230000
Mažeikių m.,1985,"51,37",2,,8,Blokinis,Centrinis,Įrengtas,37999
Klaipėda,2008,49,2,,1,Monolitinis,Centriniskolektorinis,Įrengtas,110000
Akmenės r. sav.,1972,51,2,,5,Mūrinis,Centrinis,Įrengtas,10000
Kaunas,1989,"49,7",2,"21,87",4,Mūrinis,Centrinis,Įrengtas,85000
Panevėžys,1973,47,2,"23,03",2,Blokinis,Centrinis,Įrengtas,55000
Prienų m.,1976,53,2,,4,Blokinis,Centrinis,Įrengtas,49000
Utenos m.,2008,"66,8",4,,1,Mūrinis,Centrinis,Įrengtas,98000
Kaunas,1983,"33,14",1,"16,90",4,Blokinis,Centrinis,Įrengtas,43750
Kėdainių r. sav.,1967,43,2,,4,Mūrinis,Centrinis,Įrengtas,17000
Šakių r. sav.,1976,63,2,,1,Mūrinis,Kietukuru,Įrengtas,4500
Klaipėda,2007,50,3,,1,Blokinis,Centrinis,Įrengtas,99000
Vilnius,1910,"50,89",3,,1,Mūrinis,"Dujinis,elektra",Įrengtas,215000
Kaunas,1890,"94,05",4,"74,30",2,Mūrinis,Dujinis,Įrengtas,225000
Radviliškio m.,1963,"40,98",2,,2,Mūrinis,Centrinis,Įrengtas,62000
Mažeikių m.,1977,"64,44",3,,3,Blokinis,Centrinis,Įrengtas,43000
Kaunas,1901,63,2,,1,Mūrinis,Dujinis,Įrengtas,137000
Kaunas,1979,64,3,"37,76",9,Mūrinis,Centrinis,Įrengtas,69500
Vilnius,1974,"63,7",3,,5,Blokinis,Centrinis,Įrengtas,89500
Vilkaviškio m.,1984,"57,35",3,,5,Mūrinis,Centrinis,Įrengtas,30000
Utenos m.,1969,"34,12",2,,2,Mūrinis,Centrinis,Įrengtas,37000
Palanga,1981,"69,26",3,,3,Mūrinis,Centrinis,Įrengtas,145000
Klaipėda,1966,"28,98",1,,1,Mūrinis,Centrinis,Įrengtas,44999
Pasvalio r. sav.,1992,"72,52",3,,2,Mūrinis,"Dujinis,elektra",Įrengtas,13999
Šilutės r. sav.,1965,75,4,,2,Mūrinis,Kietukuru,Įrengtas,19000
Šilutės r. sav.,2013,"73,1",3,,1,Blokinis,"Elektra,kietukuru,kita",Įrengtas,87000
Vilnius,1976,"35,11",1,"23,87",3,Mūrinis,Centrinis,Įrengtas,48000
Palanga,1977,"42,49",2,,1,Mūrinis,Elektra,Įrengtas,61000
Mažeikių m.,1983,64,3,,1,Blokinis,Centrinis,Įrengtas,51000
Panevėžys,1978,79,3,"45,03",2,Mūrinis,Centrinis,Įrengtas,140000
Vilniaus r. sav.,1981,"66,2",3,,2,Mūrinis,Centrinis,Įrengtas,89000
Alytus,1986,67,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,47000
Molėtų m.,1963,49,2,,1,Mūrinis,"Centrinis,kietukuru",Įrengtas,60000
Kaunas,1992,"57,36",2,"43,02",9,Monolitinis,Centrinis,Įrengtas,80999
Vilnius,1963,"18,05",1,"14,98",1,Kita,Centrinis,Įrengtas,29000
Elektrėnų sav.,1963,38,2,,1,Mūrinis,Kietukuru,Įrengtas,29000
Neringos m.,1986,100,3,,2,Mūrinis,Elektra,Įrengtas,300000
Neringos m.,1984,"36,34",1,,2,Mūrinis,Kita,Įrengtas,195000
Klaipėda,1989,"37,3",1,,4,Mūrinis,Centrinis,Įrengtas,48000
Mažeikių m.,1988,"32,94",1,,5,Blokinis,Centrinis,Įrengtas,33000
Vilnius,1981,"24,83",1,"15,39",1,Blokinis,Centrinis,Įrengtas,43000
Vilnius,1979,75,4,"42,75",8,Mūrinis,Centrinis,Įrengtas,144000
Plungės m.,1989,"63,28",2,,2,Blokinis,Centrinis,Įrengtas,60000
Vilnius,1986,37,2,"25,16",3,Mūrinis,Centrinis,Įrengtas,68500
Vilnius,2020,"36,3",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,110000
Šiaulių r. sav.,2009,"54,74",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,87000
Kaunas,1979,65,3,,14,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,2008,"41,28",1,"14,04",8,Mūrinis,Centriniskolektorinis,Įrengtas,87000
Švenčionių r. sav.,1987,"53,05",2,,4,Mūrinis,Centrinis,Įrengtas,60000
Kėdainių r. sav.,1979,49,2,,4,Mūrinis,Centrinis,Įrengtas,35000
Šiauliai,1980,50,2,"34,00",3,Blokinis,Centrinis,Įrengtas,47000
Kaunas,2020,70,3,,3,Mūrinis,Dujinis,Įrengtas,260000
Molėtų m.,1978,"54,1",2,,2,Mūrinis,Centrinis,Įrengtas,50000
Šiaulių r. sav.,1981,52,2,,3,Blokinis,Kietukuru,Įrengtas,19900
Švenčionių r. sav.,1976,73,3,,2,Mūrinis,Kietukuru,Įrengtas,51000
Mažeikių m.,1983,"63,98",3,,2,Blokinis,Centrinis,Įrengtas,57000
Vilnius,2007,"36,39",2,,3,Blokinis,Centriniskolektorinis,Įrengtas,93000
Vilnius,1971,69,3,"51,75",4,Mūrinis,Centrinis,Įrengtas,117000
Vilnius,2006,43,2,,9,Monolitinis,Centriniskolektorinis,Įrengtas,87000
Vilnius,2020,30,1,,10,Monolitinis,"Centrinis,centriniskolektorinis",Įrengtas,83900
Šalčininkų r. sav.,1993,40,2,,1,Mūrinis,Kietukuru,Įrengtas,35000
Šiauliai,1964,"44,35",2,"20,40",5,Blokinis,Centrinis,Įrengtas,45599
Vilnius,1990,40,1,,5,Blokinis,Centrinis,Įrengtas,67000
Panevėžys,1980,36,1,"26,64",2,Mūrinis,Centrinis,Įrengtas,30000
Palanga,2012,40,2,,4,Kita,Centriniskolektorinis,Įrengtas,175000
Varėnos m.,1985,"51,66",2,,2,Mūrinis,Centrinis,Įrengtas,34999
Klaipėda,2008,"58,89",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,135900
Vilniaus r. sav.,1981,42,2,,4,Mūrinis,Kita,Įrengtas,49000
Elektrėnų m.,2011,"100,12",5,,3,Mūrinis,Dujinis,Įrengtas,133000
Vilnius,1979,49,2,,1,Blokinis,Centrinis,Įrengtas,88000
Kaunas,1959,55,2,"15,40",2,Mūrinis,Centrinis,Įrengtas,87000
Alytus,1945,65,3,,2,Rąstinis,Kietukuru,Įrengtas,21000
Joniškio m.,1980,"31,32",1,,5,Blokinis,Centrinis,Įrengtas,20000
Šiauliai,2013,"52,6",2,,1,Mūrinis,Dujinis,Įrengtas,90000
Kretingos m.,1970,"65,48",3,,3,Mūrinis,Centrinis,Įrengtas,69000
Klaipėda,1993,38,1,,10,Mūrinis,Centrinis,Įrengtas,74000
Kaunas,1929,"57,32",2,,1,Rąstinis,Dujinis,Įrengtas,80000
Vilnius,1984,24,1,,3,Mūrinis,Centrinis,Įrengtas,26800
Jonavos m.,1992,"33,62",1,,5,Blokinis,Centrinis,Įrengtas,28000
Druskininkų m.,1973,35,1,,4,Mūrinis,Centrinis,Įrengtas,50000
Šilutės m.,1987,67,3,,5,Blokinis,"Centrinis,elektra",Įrengtas,39000
Plungės m.,1966,29,2,,2,Mūrinis,Centrinis,Įrengtas,18000
Vilnius,1980,25,1,"17,75",5,Mūrinis,Centrinis,Įrengtas,30500
Radviliškio r. sav.,1958,48,2,,1,Mūrinis,Centrinis,Įrengtas,8000
Alytus,1976,"69,66",4,,4,Mūrinis,Centrinis,Įrengtas,59000
Kaunas,1974,"51,4",2,"20,56",4,Mūrinis,Centrinis,Įrengtas,62000
Mažeikių m.,1989,84,4,,3,Mūrinis,Centrinis,Įrengtas,73500
Kaunas,1988,"34,59",2,"18,68",4,Blokinis,Centrinis,Įrengtas,37900
Raseinių r. sav.,1968,"35,43",2,,3,Mūrinis,Centrinis,Įrengtas,19500
Šiauliai,1984,"75,47",4,"53,58",5,Mūrinis,Centrinis,Įrengtas,67000
Kretingos r. sav.,1966,"74,27",4,,2,Medinis,"Centrinis,kietukuru,kita",Įrengtas,29500
Vilnius,2015,"36,07",1,"8,30",6,Mūrinis,Centriniskolektorinis,Įrengtas,93782
Anykščių m.,1983,36,1,,4,Mūrinis,Centrinis,Įrengtas,1000
Panevėžys,1973,"67,09",4,"31,53",2,Blokinis,Centrinis,Įrengtas,58900
Vilnius,1980,65,3,"36,40",8,Blokinis,Centrinis,Įrengtas,100000
Lazdijų m.,1980,64,3,,5,Mūrinis,Centrinis,Įrengtas,47000
Vilnius,1969,"22,02",1,"18,28",4,Mūrinis,Centrinis,Įrengtas,75000
Vilnius,1969,"22,18",2,"18,41",4,Mūrinis,Centrinis,Įrengtas,80000
